Unnamed: 0,Store,Date,IsHoliday,Dept,Weekly_Sales,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Type,Size
353527,37,2012-03-30,0,94.0,31788.08,70.48,3.845,41.95,0.5,0.0,0.0,619.87,220.0454862,7.244,1,39910
381371,40,2012-07-13,0,46.0,11143.47,67.48,3.561,6891.02,80.4,23.66,1464.52,2677.19,138.263,4.156,3,155083
226917,23,2012-08-10,0,60.0,63.0,71.12,3.772,23983.92,144.9,106.86,13110.54,4860.8,138.1437742,4.156,2,114533
12602,2,2010-09-17,0,6.0,7218.06,82.05,2.582,0.0,0.0,0.0,0.0,0.0,211.1806415,8.099,3,202307
50470,6,2010-06-25,0,29.0,7567.5,84.2,2.653,0.0,0.0,0.0,0.0,0.0,212.8641412,7.092,3,202505
153940,16,2011-09-02,0,54.0,20.12,63.44,3.511,0.0,0.0,0.0,0.0,0.0,194.5092113,6.338,2,57197
73620,8,2011-05-13,0,8.0,25351.22,72.96,3.899,0.0,0.0,0.0,0.0,0.0,219.4159857,6.297,3,155078
226194,23,2012-05-25,0,81.0,8858.32,66.43,3.85,7101.14,0.0,246.45,1017.09,2752.95,138.1101935,4.125,2,114533
287110,29,2012-08-31,0,95.0,32892.7,71.93,3.884,5937.04,64.33,26.74,1875.2,1385.34,138.3771935,9.419,2,93638
52855,6,2011-02-18,0,96.0,25242.34,59.61,3.045,0.0,0.0,0.0,0.0,0.0,214.7775231,6.858,3,202505
221772,23,2011-03-18,0,1.0,24772.35,37.28,3.634,0.0,0.0,0.0,0.0,0.0,133.8492258,5.114,2,114533
146817,15,2012-05-04,0,35.0,2953.27,51.04,4.124,8300.37,0.0,110.97,3056.54,1610.94,138.0332,8.15,2,123737
84044,9,2011-09-02,0,12.0,6388.2,89.33,3.533,0.0,0.0,0.0,0.0,0.0,219.382382,6.404,2,125833
200692,21,2010-10-08,0,35.0,2857.0,65.76,2.633,0.0,0.0,0.0,0.0,0.0,211.4044906,8.163,2,140167
100072,11,2010-08-06,0,85.0,2196.6,86.54,2.627,0.0,0.0,0.0,0.0,0.0,214.8341952,7.346,3,207499
195718,20,2012-02-24,0,82.0,30193.76,39.79,3.739,11230.85,10561.94,12.2,1457.31,21024.39,213.4725116,6.961,3,203742
98395,11,2010-02-19,0,32.0,22738.87,48.3,2.514,0.0,0.0,0.0,0.0,0.0,214.6198868,7.368,3,207499
372291,39,2012-10-12,0,5.0,23501.2,69.88,3.601,2360.14,0.0,22.59,579.21,15387.94,222.0510793,6.228,3,184109
56394,6,2012-01-27,0,91.0,41042.34,53.95,3.29,1510.59,630.92,37.1,17.0,2641.9,221.6769199,6.132,3,202505
88620,10,2010-04-16,0,41.0,4212.94,69.74,3.109,0.0,0.0,0.0,0.0,0.0,126.5621,9.524,2,126512
222607,23,2011-06-10,0,49.0,26755.61,65.23,3.924,0.0,0.0,0.0,0.0,0.0,134.9425484,4.781,2,114533
136191,14,2012-03-02,0,38.0,112118.39,41.55,3.816,20212.56,1991.38,46.67,11970.8,6876.57,190.1714927,8.424,3,200898
257780,27,2010-02-05,0,9.0,14662.66,27.19,2.954,0.0,0.0,0.0,0.0,0.0,135.3524608,8.237,3,204184
343116,36,2010-10-08,0,14.0,2296.81,66.34,2.595,0.0,0.0,0.0,0.0,0.0,210.5144398,8.476,3,39910
420633,45,2012-01-27,0,20.0,2646.01,37.93,3.567,1890.49,2618.49,0.0,139.07,5692.74,189.5168505,8.424,2,118221
237090,24,2012-08-03,0,50.0,925.0,73.26,3.819,11887.54,557.1,138.39,9345.76,2781.67,138.1735806,8.953,3,203819
247771,25,2012-10-26,0,60.0,234.0,56.69,3.882,4805.66,84.19,0.0,1073.49,730.76,216.1515902,7.293,2,128107
222196,23,2011-04-29,0,50.0,5480.0,54.2,3.988,0.0,0.0,0.0,0.0,0.0,134.4357333,4.781,2,114533
403281,43,2011-07-22,0,59.0,43.33,88.58,3.651,0.0,0.0,0.0,0.0,0.0,207.2538111,10.641,1,41062
297981,31,2010-12-03,0,18.0,42298.1,50.43,2.708,0.0,0.0,0.0,0.0,0.0,211.265543,8.163,3,203750
76999,8,2012-04-13,0,7.0,18664.25,65.19,3.891,7627.83,4689.55,4.2,940.82,1723.28,225.0625714,5.679,3,155078
88451,10,2010-03-26,0,34.0,45698.2,60.05,2.98,0.0,0.0,0.0,0.0,0.0,126.6050645,9.765,2,126512
394105,42,2010-09-10,1,97.0,21187.96,84.04,2.961,0.0,0.0,0.0,0.0,0.0,126.1145806,9.199,1,39690
77541,8,2012-06-08,0,31.0,998.18,74.28,3.452,8721.82,252.8,30.45,679.89,5160.31,225.3011521,5.679,3,155078
118099,13,2010-02-05,0,4.0,42482.68,31.53,2.666,0.0,0.0,0.0,0.0,0.0,126.4420645,8.316,3,219622
264134,27,2011-10-21,0,60.0,79.2,59.62,3.757,0.0,0.0,0.0,0.0,0.0,140.4616048,7.906,3,204184
82351,9,2011-02-25,0,21.0,3338.13,59.01,3.065,0.0,0.0,0.0,0.0,0.0,217.1095679,6.416,2,125833
301479,31,2011-11-18,0,41.0,960.0,61.9,3.308,6756.03,591.76,71.38,462.18,12533.58,217.8670218,7.441,3,203750
44387,5,2011-06-10,0,71.0,190.66,83.61,3.648,0.0,0.0,0.0,0.0,0.0,215.6064555,6.489,2,34875
160064,17,2010-08-27,0,58.0,1633.0,65.03,2.854,0.0,0.0,0.0,0.0,0.0,126.0892903,6.697,2,93188
166108,17,2012-04-27,0,33.0,3849.05,59.11,3.842,1832.86,0.0,1.62,8.94,2211.39,131.1266667,6.235,2,93188
328078,34,2011-09-30,0,18.0,3628.27,69.44,3.371,0.0,0.0,0.0,0.0,0.0,129.6060667,10.641,3,158114
323781,34,2010-08-13,0,85.0,2385.46,76.72,2.698,0.0,0.0,0.0,0.0,0.0,126.064,9.816,3,158114
126381,13,2012-04-06,0,10.0,29957.57,48.85,3.793,9249.62,0.0,59.94,3969.24,6016.86,131.0375484,5.965,3,219622
74749,8,2011-09-02,0,52.0,1444.18,84.77,3.533,0.0,0.0,0.0,0.0,0.0,219.1970226,6.425,3,155078
236453,24,2012-06-01,0,5.0,19609.23,71.79,3.915,5320.71,42.2,204.43,883.54,2374.74,138.1138065,8.983,3,203819
331393,34,2012-08-24,0,12.0,4708.47,72.44,3.61,1899.97,83.8,9.16,609.67,3844.82,130.8381613,9.285,3,158114
408042,44,2010-09-17,0,9.0,72.32,66.84,2.875,0.0,0.0,0.0,0.0,0.0,126.1454667,7.804,1,39910
123399,13,2011-06-24,0,5.0,46737.44,66.38,3.668,0.0,0.0,0.0,0.0,0.0,129.0663,7.193,3,219622
229510,24,2010-07-23,0,46.0,17332.1,75.27,2.924,0.0,0.0,0.0,0.0,0.0,132.5825806,8.117,3,203819
127486,13,2012-07-20,0,14.0,26779.0,75.69,3.556,6060.59,133.34,35.23,1518.75,6675.69,130.7012903,5.765,3,219622
195312,20,2012-01-13,0,81.0,34500.69,37.79,3.513,3627.81,18632.14,108.48,847.7,3614.04,212.7386486,6.961,3,203742
81537,9,2010-11-26,1,19.0,1515.8,60.18,2.735,0.0,0.0,0.0,0.0,0.0,215.2909028,6.56,2,125833
312813,32,2012-03-02,0,55.0,7910.63,33.4,3.191,11929.81,4330.7,10.1,14296.7,2785.63,196.9565303,8.256,3,203007
70177,8,2010-05-28,0,46.0,18384.47,74.71,2.759,0.0,0.0,0.0,0.0,0.0,214.2500323,6.29,3,155078
57773,6,2012-06-15,0,42.0,9968.02,82.1,3.393,7041.68,276.35,350.16,3373.11,5325.58,223.3680933,5.964,3,202505
92225,10,2011-03-25,0,3.0,21622.23,62.53,3.716,0.0,0.0,0.0,0.0,0.0,128.6160645,8.744,2,126512
378355,40,2011-09-16,0,72.0,33732.29,58.28,3.809,0.0,0.0,0.0,0.0,0.0,136.3145,4.584,3,155083
409335,44,2011-03-25,0,3.0,527.22,42.38,3.435,0.0,0.0,0.0,0.0,0.0,128.6160645,7.224,1,39910
387511,41,2011-06-17,0,20.0,7290.15,62.3,3.697,0.0,0.0,0.0,0.0,0.0,192.9034759,6.934,3,196321
155202,16,2012-01-13,0,93.0,1321.82,19.55,3.077,1353.58,2551.73,0.24,289.67,1899.49,196.7330517,6.162,2,57197
418444,45,2011-06-17,0,42.0,4168.81,69.32,3.842,0.0,0.0,0.0,0.0,0.0,185.6719333,8.521,2,118221
25736,3,2011-09-02,0,30.0,1056.14,89.12,3.533,0.0,0.0,0.0,0.0,0.0,219.1501106,7.567,2,37392
209966,22,2010-08-27,0,83.0,1412.44,68.99,2.77,0.0,0.0,0.0,0.0,0.0,136.557015,8.433,2,119557
403067,43,2011-06-24,0,20.0,17.91,88.3,3.594,0.0,0.0,0.0,0.0,0.0,206.9424405,10.581,1,41062
391598,41,2012-07-20,0,90.0,72246.06,74.06,3.585,4142.86,102.5,23.84,1362.4,5518.54,197.9290378,6.432,3,196321
107543,11,2012-08-17,0,59.0,331.25,87.73,3.571,6844.78,209.26,0.04,1235.79,2254.08,225.5558664,6.334,3,207499
262404,27,2011-05-06,0,52.0,1954.61,56.48,4.192,0.0,0.0,0.0,0.0,0.0,138.4131202,7.725,3,204184
238389,25,2010-03-12,0,40.0,43522.19,40.05,2.818,0.0,0.0,0.0,0.0,0.0,204.5250598,8.187,2,128107
64899,7,2011-09-09,1,60.0,88.0,45.61,3.566,0.0,0.0,0.0,0.0,0.0,194.6387853,8.622,2,70713
272051,28,2011-03-04,0,30.0,5717.98,51.72,3.674,0.0,0.0,0.0,0.0,0.0,128.26475,14.021,3,206302
114032,12,2011-09-16,0,20.0,5357.5,76.36,3.918,0.0,0.0,0.0,0.0,0.0,129.4306,13.503,2,112238
348168,37,2010-03-12,0,13.0,17032.08,61.96,2.667,0.0,0.0,0.0,0.0,0.0,210.1413607,8.554,1,39910
295471,31,2010-04-02,0,7.0,20006.41,64.12,2.719,0.0,0.0,0.0,0.0,0.0,210.4798874,8.2,3,203750
185121,19,2012-01-13,0,44.0,4249.37,37.08,3.666,3504.09,11505.42,291.37,1698.88,5451.32,136.753,7.943,3,203819
394863,42,2010-12-31,1,83.0,3001.83,49.67,3.148,0.0,0.0,0.0,0.0,0.0,127.0876774,9.003,1,39690
33049,4,2010-12-31,1,95.0,107910.87,38.09,2.955,0.0,0.0,0.0,0.0,0.0,127.0876774,7.127,3,205863
98339,11,2010-02-12,1,6.0,9447.1,48.01,2.548,0.0,0.0,0.0,0.0,0.0,214.5747916,7.368,3,207499
91235,10,2010-12-24,0,30.0,15771.36,57.06,3.236,0.0,0.0,0.0,0.0,0.0,126.9835806,9.003,2,126512
177460,18,2012-09-21,0,82.0,11731.08,60.23,4.056,7820.69,41.64,296.78,1323.47,7158.18,138.6534,8.535,2,120653
358488,38,2011-05-13,0,74.0,381.92,70.93,4.202,0.0,0.0,0.0,0.0,0.0,129.089,13.736,1,39690
92975,10,2011-06-10,0,49.0,24843.76,84.57,3.981,0.0,0.0,0.0,0.0,0.0,129.0357097,8.494,2,126512
111522,12,2010-12-31,1,81.0,6462.16,45.64,3.148,0.0,0.0,0.0,0.0,0.0,127.0876774,14.313,2,112238
103965,11,2011-09-02,0,41.0,2152.0,91.44,3.533,0.0,0.0,0.0,0.0,0.0,219.1501106,7.567,3,207499
140778,15,2010-09-03,0,93.0,608.66,73.17,2.86,0.0,0.0,0.0,0.0,0.0,132.7248387,8.099,2,123737
18957,2,2012-06-01,0,27.0,1089.98,78.38,3.501,13091.33,21.0,245.37,2993.15,5521.72,221.3852748,6.891,3,202307
173729,18,2011-09-09,1,49.0,7947.87,68.11,3.809,0.0,0.0,0.0,0.0,0.0,136.2745806,8.89,2,120653
196810,20,2012-06-08,0,14.0,21027.89,62.01,3.689,8353.32,516.6,46.76,2073.77,7774.31,214.5527132,7.139,3,203742
225578,23,2012-03-30,0,26.0,13898.45,36.71,3.921,8920.01,116.41,7.09,1010.3,3025.4,137.7261935,4.261,2,114533
288655,30,2010-06-18,0,6.0,45.83,86.18,2.637,0.0,0.0,0.0,0.0,0.0,211.1096543,8.2,1,42988
251742,26,2011-03-04,0,44.0,3889.48,14.31,3.437,0.0,0.0,0.0,0.0,0.0,133.6141429,7.907,3,152513
181925,19,2011-03-04,0,60.0,396.0,29.28,3.605,0.0,0.0,0.0,0.0,0.0,133.6141429,7.771,3,203819
152864,16,2011-05-06,0,41.0,648.0,38.64,3.735,0.0,0.0,0.0,0.0,0.0,192.7252006,6.339,2,57197
372400,39,2012-10-26,0,83.0,5687.21,72.9,3.506,6057.96,99.85,159.0,602.37,3392.16,222.1136566,6.228,3,184109
212131,22,2011-04-08,0,30.0,4252.72,44.42,3.72,0.0,0.0,0.0,0.0,0.0,138.0638929,8.252,2,119557
203252,21,2011-07-01,0,7.0,22262.08,87.57,3.524,0.0,0.0,0.0,0.0,0.0,214.8368678,7.852,2,140167
148283,15,2012-09-28,0,60.0,81.0,57.13,4.158,5223.97,19.73,0.66,1260.77,5490.76,138.7395,8.193,2,123737
77659,8,2012-06-22,0,5.0,16636.4,78.85,3.346,5146.44,124.95,2.97,1409.95,3956.16,225.3558843,5.679,3,155078
102782,11,2011-05-06,0,21.0,8160.64,71.39,3.906,0.0,0.0,0.0,0.0,0.0,219.1959827,7.574,3,207499
137744,14,2012-08-03,0,54.0,36.8,76.58,3.654,17465.29,37.82,110.8,13149.34,5089.95,191.16409,8.684,3,200898
324634,34,2010-11-05,0,16.0,5022.56,52.43,2.699,0.0,0.0,0.0,0.0,0.0,126.4912903,10.21,3,158114
118592,13,2010-03-19,0,23.0,27496.67,42.49,2.782,0.0,0.0,0.0,0.0,0.0,126.6066452,8.316,3,219622
38798,4,2012-07-13,0,48.0,2355.0,76.86,3.224,11075.38,151.0,17.27,3810.25,4766.88,130.683,4.077,3,205863
166792,17,2012-07-06,0,40.0,50553.8,68.91,3.63,9824.36,128.0,25.38,3990.35,3618.23,130.7196333,5.936,2,93188
407479,44,2010-07-02,0,81.0,8005.54,78.82,2.814,0.0,0.0,0.0,0.0,0.0,126.1392,7.804,1,39910
39296,4,2012-08-31,0,21.0,8223.79,76.47,3.646,19617.58,1.02,68.29,7187.73,6428.12,130.8853548,4.077,3,205863
277560,28,2012-08-31,0,56.0,132.22,89.78,4.093,25745.2,3.2,115.39,11858.54,4508.04,130.8853548,10.926,3,206302
128413,13,2012-10-19,0,83.0,4454.05,52.06,3.781,2753.9,0.0,8.84,775.96,6978.9,131.1499677,5.621,3,219622
3124,1,2010-12-03,0,36.0,2188.0,49.27,2.708,0.0,0.0,0.0,0.0,0.0,211.607193,7.838,3,151315
387439,41,2011-06-10,0,72.0,37493.47,61.1,3.735,0.0,0.0,0.0,0.0,0.0,192.8470612,6.934,3,196321
174886,18,2012-01-06,0,46.0,20947.66,31.27,3.439,6196.77,43731.43,128.45,1653.17,8527.2,136.698129,8.075,2,120653
368393,39,2011-09-16,0,96.0,27475.29,83.11,3.526,0.0,0.0,0.0,0.0,0.0,214.7934111,8.177,3,184109
36430,4,2011-11-25,1,95.0,139981.25,47.96,3.225,561.45,137.88,83340.33,44.04,9239.23,129.8364,5.143,3,205863
15260,2,2011-06-03,0,82.0,23736.3,83.07,3.699,0.0,0.0,0.0,0.0,0.0,214.9254865,7.931,3,202307
93378,10,2011-07-15,0,50.0,3875.0,86.01,3.779,0.0,0.0,0.0,0.0,0.0,129.1338387,8.257,2,126512
142644,15,2011-03-11,0,8.0,18940.83,34.27,3.752,0.0,0.0,0.0,0.0,0.0,133.7361429,7.771,2,123737
294970,31,2010-02-12,1,11.0,10310.08,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324,3,203750
380124,40,2012-03-09,0,32.0,4050.7,30.58,3.876,12923.38,404.23,0.4,7062.19,3420.25,137.5066897,4.261,3,155083
279541,29,2010-06-25,0,12.0,2663.68,74.37,2.81,0.0,0.0,0.0,0.0,0.0,132.4976,10.16,2,93638
9361,1,2012-08-03,0,91.0,68443.22,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,3,151315
137031,14,2012-05-25,0,27.0,2145.28,67.21,3.798,11421.79,0.0,634.52,1071.25,3204.72,191.0028096,8.567,3,200898
138238,14,2012-09-21,0,83.0,8002.83,65.32,4.038,21474.27,98.28,29.88,1924.92,15282.51,191.8567038,8.684,3,200898
397766,42,2012-02-24,0,96.0,17052.69,56.02,3.95,353.39,232.44,0.0,0.0,1644.66,130.5502069,7.545,1,39690
244005,25,2011-10-07,0,11.0,11904.9,50.82,3.583,0.0,0.0,0.0,0.0,0.0,210.1170595,7.082,2,128107
139184,15,2010-03-26,0,1.0,17250.52,39.53,2.963,0.0,0.0,0.0,0.0,0.0,131.863129,8.35,2,123737
94682,10,2011-11-18,0,8.0,85345.98,58.97,3.669,3886.23,708.7,115.18,695.54,9141.32,129.8268333,7.874,2,126512
134941,14,2011-10-28,0,34.0,24022.76,51.78,3.569,0.0,0.0,0.0,0.0,0.0,187.8774913,8.523,3,200898
273025,28,2011-06-10,0,52.0,2239.85,78.72,3.981,0.0,0.0,0.0,0.0,0.0,129.0357097,13.736,3,206302
206495,21,2012-06-01,0,2.0,46619.11,79.24,3.501,11678.88,0.0,60.71,3660.14,3630.08,221.3852748,6.891,2,140167
212604,22,2011-05-27,0,56.0,14203.06,62.59,4.034,0.0,0.0,0.0,0.0,0.0,138.6782834,8.252,2,119557
65303,7,2011-10-21,0,85.0,1976.65,37.49,3.548,0.0,0.0,0.0,0.0,0.0,195.1789994,8.513,2,70713
385095,41,2010-10-15,0,79.0,22070.56,49.91,2.762,0.0,0.0,0.0,0.0,0.0,190.8623087,7.508,3,196321
7255,1,2012-01-13,0,26.0,4369.57,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,3,151315
407950,44,2010-09-03,0,32.0,50.0,65.71,2.868,0.0,0.0,0.0,0.0,0.0,126.1019355,7.804,1,39910
289264,30,2010-09-17,0,52.0,29.91,83.03,2.582,0.0,0.0,0.0,0.0,0.0,211.1806415,8.099,1,42988
316956,33,2010-10-29,0,44.0,5.94,71.34,3.13,0.0,0.0,0.0,0.0,0.0,126.4364194,9.265,3,39690
296062,31,2010-05-28,0,13.0,40410.68,80.94,2.759,0.0,0.0,0.0,0.0,0.0,210.5552301,8.2,3,203750
33641,4,2011-02-25,0,35.0,5105.7,49.0,3.087,0.0,0.0,0.0,0.0,0.0,128.13,6.51,3,205863
312804,32,2012-03-02,0,71.0,5122.13,33.4,3.191,11929.81,4330.7,10.1,14296.7,2785.63,196.9565303,8.256,3,203007
314763,32,2012-09-14,0,49.0,3346.42,64.05,3.659,6238.21,77.77,23.41,1404.74,8346.74,198.1267184,7.872,3,203007
127189,13,2012-06-22,0,90.0,113578.41,72.89,3.737,9298.46,565.14,1.79,4025.82,8626.51,130.7929,5.965,3,219622
412774,44,2012-07-13,0,83.0,877.64,83.68,3.595,372.75,0.0,0.63,0.0,411.08,130.683,5.407,1,39910
131788,14,2010-12-17,0,50.0,1891.0,30.51,3.14,0.0,0.0,0.0,0.0,0.0,182.517732,8.724,3,200898
287516,29,2012-10-19,0,23.0,22957.76,55.28,4.0,1021.83,0.0,2.28,194.24,3821.21,138.8336129,9.151,2,93638
287409,29,2012-10-05,0,40.0,30829.37,62.09,4.027,4727.88,0.0,9.12,676.3,1904.05,138.8256,9.151,2,93638
126417,13,2012-04-06,0,1.0,150715.44,48.85,3.793,9249.62,0.0,59.94,3969.24,6016.86,131.0375484,5.965,3,219622
356146,38,2010-06-18,0,40.0,15654.0,81.06,3.043,0.0,0.0,0.0,0.0,0.0,126.114,14.099,1,39690
102884,11,2011-05-13,0,37.0,3374.65,80.93,3.899,0.0,0.0,0.0,0.0,0.0,219.3683556,7.574,3,207499
325834,34,2011-02-25,0,7.0,14025.41,44.57,3.087,0.0,0.0,0.0,0.0,0.0,128.13,10.398,3,158114
353908,37,2012-05-18,0,95.0,54939.74,73.7,3.63,391.4,0.0,0.0,0.0,1697.98,220.4252149,6.989,1,39910
31937,4,2010-09-10,1,14.0,22755.79,73.54,2.574,0.0,0.0,0.0,0.0,0.0,126.1145806,7.372,3,205863
18970,2,2012-06-01,0,46.0,32734.76,78.38,3.501,13091.33,21.0,245.37,2993.15,5521.72,221.3852748,6.891,3,202307
27984,3,2012-05-04,0,5.0,13121.78,79.51,3.749,2430.23,0.0,30.92,1159.71,1432.53,225.1797511,6.664,2,37392
356964,38,2010-10-15,0,98.0,4410.49,75.0,2.976,0.0,0.0,0.0,0.0,0.0,126.3266774,14.313,1,39690
324914,34,2010-12-03,0,29.0,3030.65,34.7,2.727,0.0,0.0,0.0,0.0,0.0,126.7313333,10.21,3,158114
274245,28,2011-10-14,0,91.0,54995.16,67.31,3.805,0.0,0.0,0.0,0.0,0.0,129.7706452,12.89,3,206302
52464,6,2011-01-07,0,55.0,16048.32,47.78,2.976,0.0,0.0,0.0,0.0,0.0,212.9134266,6.858,3,202505
296086,31,2010-06-04,0,4.0,36674.97,82.68,2.705,0.0,0.0,0.0,0.0,0.0,210.833616,8.2,3,203750
103534,11,2011-07-22,0,7.0,26797.17,87.8,3.651,0.0,0.0,0.0,0.0,0.0,218.7857881,7.567,3,207499
14181,2,2011-02-18,0,60.0,158.4,57.83,3.045,0.0,0.0,0.0,0.0,0.0,212.9033115,8.028,3,202307
19406,2,2012-07-13,0,12.0,8725.05,80.17,3.256,8354.65,342.25,20.53,5674.44,5012.22,221.5616784,6.565,3,202307
171313,18,2011-01-07,0,29.0,9139.75,30.1,3.193,0.0,0.0,0.0,0.0,0.0,132.8823226,9.131,2,120653
411431,44,2012-01-06,0,16.0,551.04,33.8,3.08,1.94,51.41,54.05,0.0,809.1,130.1575161,5.774,1,39910
62567,7,2011-01-07,0,58.0,1110.0,10.09,2.882,0.0,0.0,0.0,0.0,0.0,191.3683815,8.818,2,70713
251336,26,2011-01-21,0,36.0,570.0,12.98,3.232,0.0,0.0,0.0,0.0,0.0,133.0285161,7.907,3,152513
111155,12,2010-11-19,0,36.0,3473.0,58.18,3.161,0.0,0.0,0.0,0.0,0.0,126.6072,14.313,2,112238
21132,3,2010-04-02,0,95.0,15393.69,65.56,2.719,0.0,0.0,0.0,0.0,0.0,214.1180803,7.343,2,37392
120883,13,2010-10-29,0,55.0,20602.54,45.12,2.841,0.0,0.0,0.0,0.0,0.0,126.4364194,7.795,3,219622
36781,4,2011-12-30,1,42.0,7459.92,36.89,3.119,3496.13,72413.71,399.77,776.26,5012.53,130.0710323,5.143,3,205863
65464,7,2011-11-04,0,55.0,6384.31,23.41,3.527,0.0,0.0,0.0,0.0,0.0,195.4847959,8.513,2,70713
210729,22,2010-11-12,0,90.0,20893.57,44.42,2.961,0.0,0.0,0.0,0.0,0.0,136.8349032,8.572,2,119557
408731,44,2010-12-24,0,72.0,92.38,34.9,2.846,0.0,0.0,0.0,0.0,0.0,126.9835806,7.61,1,39910
257254,26,2012-09-14,0,90.0,56935.44,57.69,3.988,7606.73,0.0,22.66,368.91,9072.93,138.5673,7.405,3,152513
35560,4,2011-09-02,0,17.0,15026.41,77.99,3.533,0.0,0.0,0.0,0.0,0.0,129.3259355,5.644,3,205863
508,1,2010-03-26,0,51.0,19.54,51.45,2.732,0.0,0.0,0.0,0.0,0.0,211.0180424,8.106,3,151315
261173,27,2010-12-31,1,52.0,692.08,29.59,3.336,0.0,0.0,0.0,0.0,0.0,136.665265,8.021,3,204184
57173,6,2012-04-13,0,33.0,6791.72,71.29,3.891,4634.18,6968.14,18.04,1544.21,2875.46,223.1163529,5.964,3,202505
170090,18,2010-09-03,0,74.0,29735.95,75.42,2.735,0.0,0.0,0.0,0.0,0.0,132.7248387,9.342,2,120653
151789,16,2011-01-14,0,90.0,6416.87,17.46,2.911,0.0,0.0,0.0,0.0,0.0,191.4784939,6.614,2,57197
378117,40,2011-08-26,0,60.0,96.8,65.01,3.796,0.0,0.0,0.0,0.0,0.0,136.2136129,4.584,3,155083
296118,31,2010-06-04,0,74.0,17284.18,82.68,2.705,0.0,0.0,0.0,0.0,0.0,210.833616,8.2,3,203750
183066,19,2011-06-24,0,42.0,7208.59,68.4,3.964,0.0,0.0,0.0,0.0,0.0,135.2652667,7.658,3,203819
77108,8,2012-04-27,0,71.0,1770.03,70.34,3.814,5440.25,1.5,2.2,15.6,3302.44,225.1734114,5.679,3,155078
348890,37,2010-06-18,0,67.0,4044.25,84.37,2.637,0.0,0.0,0.0,0.0,0.0,210.2108417,8.464,1,39910
12575,2,2010-09-17,0,23.0,21264.0,82.05,2.582,0.0,0.0,0.0,0.0,0.0,211.1806415,8.099,3,202307
178673,19,2010-04-16,0,16.0,52196.47,49.67,3.01,0.0,0.0,0.0,0.0,0.0,131.9809,8.185,3,203819
224816,23,2012-01-13,0,95.0,44459.4,28.49,3.523,2766.24,15216.56,4.84,807.22,2273.23,136.753,4.261,2,114533
53794,6,2011-05-20,0,22.0,15407.45,72.01,3.907,0.0,0.0,0.0,0.0,0.0,217.2896095,6.855,3,202505
210730,22,2010-11-12,0,22.0,12636.27,44.42,2.961,0.0,0.0,0.0,0.0,0.0,136.8349032,8.572,2,119557
210804,22,2010-11-19,0,60.0,422.4,48.62,3.03,0.0,0.0,0.0,0.0,0.0,136.7715714,8.572,2,119557
62193,7,2010-12-03,0,60.0,52.8,21.88,2.712,0.0,0.0,0.0,0.0,0.0,190.9931437,9.137,2,70713
222001,23,2011-04-08,0,21.0,7833.76,36.74,3.72,0.0,0.0,0.0,0.0,0.0,134.1777742,4.781,2,114533
156090,16,2012-04-13,0,23.0,10680.97,45.83,3.901,3532.73,1368.42,22.0,214.95,1983.5,197.780931,6.169,2,57197
104178,11,2011-09-23,0,80.0,12753.5,82.14,3.467,0.0,0.0,0.0,0.0,0.0,219.7414914,7.567,3,207499
225843,23,2012-04-27,0,18.0,34.25,44.62,4.023,2622.72,1325.48,27.04,2.0,2132.69,137.9781333,4.125,2,114533
198502,21,2010-02-19,0,2.0,48838.03,39.75,2.514,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324,2,140167
399846,43,2010-03-05,0,98.0,9318.0,52.89,2.625,0.0,0.0,0.0,0.0,0.0,203.3117653,9.521,1,41062
371339,39,2012-07-13,0,82.0,21791.78,78.16,3.256,4989.73,125.2,15.75,3398.73,105223.11,220.6063444,6.623,3,184109
386109,41,2011-01-28,0,72.0,50204.69,32.23,3.008,0.0,0.0,0.0,0.0,0.0,191.667891,7.241,3,196321
312324,32,2012-01-13,0,42.0,5719.9,28.99,3.077,2682.32,14928.54,211.06,1049.44,3137.59,196.7330517,8.256,3,203007
362047,38,2012-08-31,0,72.0,352.17,89.78,4.093,489.03,0.0,28.64,334.12,1760.26,130.8853548,10.926,1,39690
125461,13,2012-01-06,0,82.0,24411.96,33.8,3.08,6809.96,37106.52,179.77,1922.55,7481.58,130.1575161,6.104,3,219622
405454,43,2012-06-15,0,12.0,53.6,87.75,3.393,402.48,0.0,0.65,0.0,1315.66,213.1786952,9.575,1,41062
46061,5,2011-12-16,0,59.0,267.48,54.42,3.159,802.42,0.0,78.77,319.84,1940.54,219.7596266,6.3,2,34875
268226,28,2010-02-19,0,6.0,7747.04,54.83,2.915,0.0,0.0,0.0,0.0,0.0,126.5262857,13.975,3,206302
134706,14,2011-10-07,0,28.0,1458.01,55.82,3.583,0.0,0.0,0.0,0.0,0.0,187.4837962,8.523,3,200898
391870,41,2012-08-17,0,98.0,9802.0,65.77,3.545,1661.07,41.94,1.95,2391.72,3474.47,198.1001057,6.432,3,196321
165123,17,2012-01-20,0,85.0,3156.96,27.26,3.047,1461.59,577.33,0.0,442.39,1407.74,130.2792258,6.403,2,93188
